"","esv_id","kpcofgs","site_name","total_sample_number","total_percent_match","total_number_species"
"871","ESV_027656","Eukaryota, Oomycota, , , , , ","Coprvp1",98,78.5,9
"872","ESV_027657","Eukaryota, , , , , , ","Coprvp1",90,73,4
"873","ESV_027658","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides","Coprvp1",85,85.9,1
"874","ESV_027659","Eukaryota, , , , , , ","Coprvp1",83,74.8,15
"875","ESV_027660","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","Coprvp1",82,82.8,1
"876","ESV_027661","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Monodopsis, Monodopsis sp. MarTras21","Coprvp1",81,84.7,1
"877","ESV_027661","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Monodopsis, Monodopsis sp. MarTras21","NVP4",68,84.7,1
"878","ESV_027662","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","Coprvp1",80,82.8,3
"879","ESV_027663","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","Coprvp1",71,75.5,1
"880","ESV_027664","Eukaryota, Oomycota, , , , , ","Coprvp1",69,78.5,5
"881","ESV_027665","Eukaryota, , , , , , ","Coprvp1",68,84,8
"882","ESV_027666","Eukaryota, unk_phylum, Phaeophyceae, , , , ","Coprvp1",66,81,5
"883","ESV_027667","Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis","Coprvp1",62,83.4,1
"884","ESV_027668","Eukaryota, , , , , , ","Coprvp1",57,74.2,5
"885","ESV_027669","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Nebela, Nebela tincta","Coprvp1",56,69.5,1
"886","ESV_027670","Eukaryota, , , , , , ","Coprvp1",52,82.2,4
"887","ESV_027671","Eukaryota, , , , , , ","Coprvp1",44,73.6,6
"888","ESV_027672","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, , ","Coprvp1",44,77.3,2
"889","ESV_027673","Eukaryota, , , , , , ","Coprvp1",42,81.6,2
"890","ESV_027674","Eukaryota, Oomycota, , , , , ","Coprvp1",41,92,5
"891","ESV_027675","Eukaryota, Oomycota, , , , , ","Coprvp1",39,81.6,15
"892","ESV_027676","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","Coprvp1",39,85.9,2
"893","ESV_027677","Eukaryota, Chlorophyta, Mamiellophyceae, Dolichomastigales, Dolichomastigaceae, Dolichomastix, Dolichomastix tenuilepis","Coprvp1",37,79.8,1
"894","ESV_027678","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Achlya, ","Coprvp1",34,90.8,8
"895","ESV_027679","Eukaryota, Discosea, unk_class, Longamoebia, Acanthamoebidae, Acanthamoeba, Acanthamoeba sp.","Coprvp1",34,75.5,1
"896","ESV_027680","Eukaryota, Cnidaria, Scyphozoa, Semaeostomeae, Ulmaridae, Aurelia, Aurelia sp. 13 LGD-2017","Coprvp1",33,74.2,1
"897","ESV_027681","Eukaryota, Arthropoda, Arachnida, Trombidiformes, Eriophyidae, Acalitus, Acalitus vaccinii","Coprvp1",31,73,1
"898","ESV_027682","Eukaryota, Rhodophyta, Florideophyceae, , , , ","Coprvp1",30,78.5,2
"899","ESV_027683","Eukaryota, Oomycota, , , , , ","Coprvp1",30,80.4,17
"900","ESV_027684","Eukaryota, Oomycota, , , , , ","Coprvp1",30,85.3,3
"901","ESV_027685","Eukaryota, , , , , , ","Coprvp1",27,73.6,7
"902","ESV_027686","Eukaryota, Oomycota, , , , , ","Coprvp1",27,87.7,7
"903","ESV_027687","Eukaryota, unk_phylum, Eustigmatophyceae, Goniochloridales, unk_family, Trachydiscus, Trachydiscus minutus","Coprvp1",25,82.8,1
"904","ESV_027688","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Nebela, ","Coprvp1",22,85.3,2
"905","ESV_027689","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium, ","Coprvp1",21,92,10
"906","ESV_027690","Eukaryota, Arthropoda, Arachnida, Trombidiformes, , , ","Coprvp1",21,89.8,1
"907","ESV_027691","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Dinobryaceae, Poteriospumella, Poteriospumella sp.","Coprvp1",20,77.3,1
"908","ESV_027692","Eukaryota, , , , , , ","Coprvp1",19,73.6,2
"909","ESV_027693","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, , ","Coprvp1",18,76.7,2
"910","ESV_027694","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","Coprvp1",16,84,10
"911","ESV_027695","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella, Pedospumella sp.","Coprvp1",14,85.9,1
"912","ESV_027696","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Nebela, Nebela pechorensis","Coprvp1",13,87.1,1
"913","ESV_027697","Eukaryota, , , , , , ","Coprvp1",13,78.5,11
"914","ESV_027698","Eukaryota, Oomycota, , , , , ","Coprvp1",13,80.4,12
"915","ESV_027699","Eukaryota, Oomycota, , , , , ","Coprvp1",13,84.7,5
"916","ESV_027700","Eukaryota, , , , , , ","Coprvp1",12,76.7,5
"917","ESV_027701","Eukaryota, , , , , , ","Coprvp1",11,74.8,2
"918","ESV_027702","Eukaryota, , , , , , ","Coprvp1",9,77.9,2
"919","ESV_027703","Eukaryota, Oomycota, , , , , ","Coprvp1",9,81.6,5
"920","ESV_027704","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella, ","Coprvp1",8,84.7,2
"921","ESV_027705","Eukaryota, , , , , , ","Coprvp1",8,72.4,3
"922","ESV_027706","Eukaryota, Oomycota, , , , , ","Coprvp1",8,85.3,4
"923","ESV_027707","Eukaryota, , , , , , ","Coprvp1",8,72.4,3
"924","ESV_027708","Eukaryota, unk_phylum, Xanthophyceae, Mischococcales, Mischococcaceae, Mischococcus, Mischococcus sphaerocephalus","Coprvp1",8,87.7,1
"925","ESV_027709","Eukaryota, , , , , , ","NVP4",794,81,2
"926","ESV_027710","Eukaryota, , , , , , ","NVP4",746,80.4,3
"927","ESV_027711","Eukaryota, , , , , , ","NVP4",347,79.8,4
"928","ESV_027712","Eukaryota, , , , , , ","NVP4",310,81.6,3
"929","ESV_027713","Eukaryota, , , , , , ","NVP4",229,80.4,2
"930","ESV_027714","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Dinobryaceae, Poteriospumella, Poteriospumella sp.","NVP4",191,78.5,1
"931","ESV_027715","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVP4",187,81.6,2
"932","ESV_027716","Eukaryota, Chlorophyta, Mamiellophyceae, Monomastigales, Monomastigaceae, Monomastix, Monomastix minuta","NVP4",185,86.5,1
"933","ESV_027717","Eukaryota, Arthropoda, , , , , ","NVP4",158,80.9,17
"934","ESV_027717","Eukaryota, Arthropoda, , , , , ","PIER",10,80.9,17
"935","ESV_027718","Eukaryota, Oomycota, , , , , ","NVP4",105,80.4,3
"936","ESV_027719","Eukaryota, , , , , , ","NVP4",67,74.2,11
"937","ESV_027719","Eukaryota, , , , , , ","NWP (NCOS West Pond)",18,74.2,11
"938","ESV_027720","Eukaryota, Oomycota, , , , , ","NVP4",37,77.9,14
"939","ESV_027721","Eukaryota, Arthropoda, Insecta, Diptera, Chironomidae, Tanytarsus, ","NVP4",36,100,9
"940","ESV_027722","Eukaryota, , , , , , ","NVP4",36,79.1,4
"941","ESV_027723","Eukaryota, Oomycota, , , , , ","NVP4",34,89.6,4
"942","ESV_027724","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina, ","NVP4",33,87.9,10
"943","ESV_027725","Eukaryota, Oomycota, , , , , ","NVP4",32,80.4,7
"944","ESV_027726","Eukaryota, unk_phylum, unk_class, unk_order, unk_family, Chrysoparadoxa, Chrysoparadoxa australica","NVP4",31,74.2,1
"945","ESV_027727","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. SL32","NVP4",26,85.3,1
"946","ESV_027728","Eukaryota, Rotifera, Eurotatoria, Ploima, Synchaetidae, Polyarthra, Polyarthra dolichoptera","NVP4",24,87.9,1
"947","ESV_027729","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVP4",23,79.1,3
"948","ESV_027730","Eukaryota, unk_phylum, Phaeophyceae, , , , ","NVP4",19,77.9,11
"949","ESV_027731","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NVP4",17,82.2,5
"950","ESV_027732","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVP4",14,79.8,1
"951","ESV_027733","Eukaryota, , , , , , ","NVP4",14,79.8,3
"952","ESV_027734","Eukaryota, Arthropoda, Arachnida, , , , ","NVP4",13,78.5,1
"953","ESV_027735","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. SL32","NVP4",13,82.2,1
"954","ESV_027736","Eukaryota, unk_phylum, Xanthophyceae, Botrydiales, Botrydiaceae, Botrydium, Botrydium granulatum","NVP4",12,81,1
"955","ESV_027737","Eukaryota, Oomycota, unk_class, Peronosporales, Peronosporaceae, Phytophthora, ","NVP4",12,79.8,9
"956","ESV_027738","Eukaryota, Arthropoda, Arachnida, Mesostigmata, , , ","NVP4",11,80.4,1
"957","ESV_027739","Eukaryota, , , , , , ","NVP4",11,79.1,4
"958","ESV_027740","Eukaryota, Oomycota, unk_class, Peronosporales, Peronosporaceae, Phytophthora, ","NVP4",11,82.8,7
"959","ESV_027741","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, ","NVP4",11,79.8,2
"960","ESV_027742","Eukaryota, unk_phylum, Phaeophyceae, Sphacelariales, Discosporangiaceae, Discosporangium, Discosporangium mesarthrocarpum","NVP4",11,82.8,1
"961","ESV_027743","Eukaryota, , , , , , ","NVP4",11,81,3
"962","ESV_027744","Eukaryota, Oomycota, unk_class, Peronosporales, Pontismataceae, Pontisma, [Olpidiopsis] porphyrae var. scotiae (nom. inval.)","NVP4",10,80.4,1
"963","ESV_027745","Eukaryota, , , , , , ","NVP4",10,82.2,2
"964","ESV_027746","Eukaryota, unk_phylum, Bigyra, Thraustochytrida, Thraustochytriaceae, Schizochytrium, Schizochytrium sp. SEK 210","NVP4",10,76.1,1
"965","ESV_027747","Eukaryota, Arthropoda, Collembola, Entomobryomorpha, Entomobryidae, , ","NVP4",10,89.8,3
"966","ESV_027748","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NVP4",9,85.9,3
"967","ESV_027749","Eukaryota, , , , , , ","NVP4",9,79.8,3
"968","ESV_027750","Eukaryota, Arthropoda, Arachnida, Mesostigmata, , , ","NVP4",8,81,1
"969","ESV_027751","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","NVP4",8,83.4,1
"970","ESV_027752","Eukaryota, Oomycota, , , , , ","MO1",172,79.1,3
"971","ESV_027752","Eukaryota, Oomycota, , , , , ","NVBR",17,79.1,3
"972","ESV_027752","Eukaryota, Oomycota, , , , , ","PIER",1549,79.1,3
"973","ESV_027753","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",96,84.5,1
"974","ESV_027753","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",116,84.5,1
"975","ESV_027754","Eukaryota, Oomycota, unk_class, Peronosporales, Pontismataceae, Pontisma, [Olpidiopsis] porphyrae var. scotiae (nom. inval.)","MO1",95,88.3,1
"976","ESV_027755","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",81,84.5,1
"977","ESV_027756","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","MO1",42,89.6,1
"978","ESV_027756","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","PIER",148,89.6,1
"979","ESV_027757","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","MO1",32,83.4,1
"980","ESV_027757","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NVBR",23,83.4,1
"981","ESV_027757","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",180,83.4,1
"982","ESV_027758","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",27,85.2,1
"983","ESV_027759","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",24,85.2,1
"984","ESV_027759","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",134,85.2,1
"985","ESV_027760","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","MO1",24,81.6,1
"986","ESV_027760","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NVBR",84,81.6,1
"987","ESV_027761","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",24,84.5,1
"988","ESV_027762","Eukaryota, , , , , , ","MO1",21,79.1,22
"989","ESV_027762","Eukaryota, , , , , , ","NVBR",321,79.1,22
"990","ESV_027762","Eukaryota, , , , , , ","PIER",43,79.1,22
"991","ESV_027763","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","MO1",19,79.1,1
"992","ESV_027764","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",18,83.9,1
"993","ESV_027765","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","MO1",12,99.4,1
"994","ESV_027766","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",12,83.2,1
"995","ESV_027767","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","MO1",12,82.2,1
"996","ESV_027767","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NVBR",50,82.2,1
"997","ESV_027767","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","PIER",16,82.2,1
"998","ESV_027768","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",11,85.2,1
"999","ESV_027769","Eukaryota, Oomycota, , , , , ","MO1",11,76.7,6
"1000","ESV_027770","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",11,84.5,1
"1001","ESV_027771","Eukaryota, Oomycota, , , , , ","MO1",11,81,3
"1002","ESV_027772","Eukaryota, , , , , , ","MO1",11,85.9,7
"1003","ESV_027773","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","MO1",10,98.2,1
"1004","ESV_027773","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","NVBR",15,98.2,1
"1005","ESV_027774","Eukaryota, Rhodophyta, Florideophyceae, Ceramiales, Delesseriaceae, Heterodoxia, Heterodoxia sp. 2denticulata","MO1",10,79.1,1
"1006","ESV_027775","Eukaryota, Oomycota, , , , , ","MO1",9,77.3,6
"1007","ESV_027776","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","MO1",8,89,1
"1008","ESV_027776","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","NVBR",11,89,1
"1009","ESV_027776","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","PIER",344,89,1
"1010","ESV_027777","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina, ","NWP (NCOS West Pond)",51,96.8,7
"1011","ESV_027778","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Daphniidae, Daphnia, Daphnia sp. 1 SA-2003","NDC",187,95.5,1
"1012","ESV_027778","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Daphniidae, Daphnia, Daphnia sp. 1 SA-2003","NWP (NCOS West Pond)",39,95.5,1
"1013","ESV_027779","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Achlya, Achlya dubia","NWP (NCOS West Pond)",25,93.3,1
"1014","ESV_027780","Eukaryota, , , , , , ","NWP (NCOS West Pond)",13,81.6,7
"1015","ESV_027781","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Moinidae, Moina, ","NWP (NCOS West Pond)",10,96.2,7
"1016","ESV_027782","Eukaryota, Arthropoda, Arachnida, , , , ","NWP (NCOS West Pond)",9,76.1,1
"1017","ESV_027783","Eukaryota, Oomycota, , , , , ","PIER",140,82.8,2
"1018","ESV_027784","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","NVBR",31,84.7,1
"1019","ESV_027784","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","PIER",134,84.7,1
"1020","ESV_027785","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NVBR",53,80.4,1
"1021","ESV_027785","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",74,80.4,1
"1022","ESV_027786","Eukaryota, Bacillariophyta, , , , , ","PIER",58,84,4
"1023","ESV_027787","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVBR",229,79.1,3
"1024","ESV_027787","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","PIER",50,79.1,3
"1025","ESV_027788","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVBR",17,81,2
"1026","ESV_027788","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","PIER",50,81,2
"1027","ESV_027789","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVBR",422,79.8,3
"1028","ESV_027789","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","PIER",48,79.8,3
"1029","ESV_027790","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, ","PIER",48,96.9,3
"1030","ESV_027791","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia cf. promare","PIER",45,85.3,1
"1031","ESV_027792","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Chaetocerotales, Chaetocerotaceae, Chaetoceros, Chaetoceros contortus","PIER",42,90.2,1
"1032","ESV_027793","Eukaryota, Bacillariophyta, , , , , ","PIER",41,83.4,3
"1033","ESV_027794","Eukaryota, Bacillariophyta, Mediophyceae, Hemiaulales, Hemiaulaceae, Eucampia, Eucampia zodiacus","PIER",32,89.6,1
"1034","ESV_027795","Eukaryota, Oomycota, , , , , ","PIER",32,78.5,3
"1035","ESV_027796","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium, ","PIER",28,81.6,3
"1036","ESV_027797","Eukaryota, unk_phylum, Phaeophyceae, Laminariales, Laminariaceae, Macrocystis, ","PIER",28,100,2
"1037","ESV_027798","Eukaryota, , , , , , ","PIER",26,81,13
"1038","ESV_027799","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",25,77.9,1
"1039","ESV_027800","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","NVBR",9,81,1
"1040","ESV_027800","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",21,81,1
"1041","ESV_027801","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","PIER",20,81.6,3
"1042","ESV_027802","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","PIER",20,84.7,1
"1043","ESV_027803","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","PIER",19,85.3,1
"1044","ESV_027804","Eukaryota, Streptophyta, , , , , ","PIER",19,84.7,3
"1045","ESV_027805","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","PIER",19,89,1
"1046","ESV_027806","Eukaryota, Oomycota, unk_class, unk_order, Lagenaceae, Lagena, Lagena radicicola","NVBR",14,82.2,1
"1047","ESV_027806","Eukaryota, Oomycota, unk_class, unk_order, Lagenaceae, Lagena, Lagena radicicola","PIER",18,82.2,1
"1048","ESV_027807","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","PIER",18,84.7,1
"1049","ESV_027808","Eukaryota, Rhodophyta, Florideophyceae, Ceramiales, Rhodomelaceae, Odonthalia, Odonthalia floccosa","PIER",16,80.4,1
"1050","ESV_027809","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Chlamydomyzium, Chlamydomyzium dictyuchoides","PIER",16,84.7,1
"1051","ESV_027810","Eukaryota, Oomycota, , , , , ","PIER",14,82.8,7
"1052","ESV_027811","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",14,85.2,1
"1053","ESV_027812","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",14,83.9,1
"1054","ESV_027813","Eukaryota, Rotifera, Eurotatoria, Ploima, , , ","PIER",14,82.2,3
"1055","ESV_027814","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella, ","NVBR",29,87.1,2
"1056","ESV_027814","Eukaryota, unk_phylum, Chrysophyceae, Chromulinales, Chromulinaceae, Pedospumella, ","PIER",14,87.1,2
"1057","ESV_027815","Eukaryota, , , , , , ","PIER",13,82.8,10
"1058","ESV_027816","Eukaryota, , , , , , ","PIER",13,76.1,5
"1059","ESV_027817","Eukaryota, Oomycota, , , , , ","PIER",13,82.8,2
"1060","ESV_027818","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Pythium, ","PIER",12,89.6,14
"1061","ESV_027819","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Gibbocarina, Gibbocarina galeata","PIER",11,75.3,1
"1062","ESV_027820","Eukaryota, Haptista, Haptophyta, Pavlovales, Pavlovaceae, Diacronema, Diacronema viridis","PIER",11,71.8,1
"1063","ESV_027821","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","PIER",11,82.2,1
"1064","ESV_027822","Eukaryota, Oomycota, , , , , ","PIER",11,81.6,7
"1065","ESV_027823","Eukaryota, , , , , , ","PIER",11,83.4,4
"1066","ESV_027824","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, Chrysochromulina tobinii","PIER",11,78.5,1
"1067","ESV_027825","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NVBR",314,89,11
"1068","ESV_027825","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","PIER",11,89,11
"1069","ESV_027826","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","PIER",11,86.5,1
"1070","ESV_027827","Eukaryota, Bacillariophyta, , , , , ","PIER",10,83.4,3
"1071","ESV_027828","Eukaryota, , , , , , ","PIER",10,74.2,4
"1072","ESV_027829","Eukaryota, unk_phylum, Phaeophyceae, Ectocarpales, Chordariaceae, Punctaria, Punctaria latifolia","PIER",10,100,1
"1073","ESV_027830","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Rhizosoleniales, Rhizosoleniaceae, Rhizosolenia, Rhizosolenia setigera","PIER",10,88.3,1
"1074","ESV_027831","Eukaryota, unk_phylum, Phaeophyceae, Laminariales, Lessoniaceae, Egregia, ","PIER",9,100,2
"1075","ESV_027832","Eukaryota, , , , , , ","PIER",9,74.8,3
"1076","ESV_027833","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, Haptoglossa sp. DM2 4/12","PIER",9,78.5,1
"1077","ESV_027834","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","PIER",9,99.4,1
"1078","ESV_027835","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","PIER",8,88.3,2
"1079","ESV_027836","Eukaryota, Haptista, Haptophyta, Phaeocystales, Phaeocystaceae, Phaeocystis, Phaeocystis pouchetii","PIER",8,74.2,1
"1080","ESV_027837","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","PIER",8,99.4,1
"1081","ESV_027838","Eukaryota, Haptista, Haptophyta, Isochrysidales, Isochrysidaceae, Isochrysis, Isochrysis galbana","PIER",8,83.4,1
"1082","ESV_027839","Eukaryota, Oomycota, unk_class, Peronosporales, Pontismataceae, Pontisma, [Olpidiopsis] porphyrae var. scotiae (nom. inval.)","PIER",8,79.8,1
"1083","ESV_027840","Eukaryota, Oomycota, unk_class, Pythiales, Pythiogetonaceae, Pythiogeton, Pythiogeton zeae","PIER",8,77.3,1
"1084","ESV_027841","Eukaryota, , , , , , ","NDC",912,80.4,6
"1085","ESV_027842","Eukaryota, unk_phylum, Bigyra, Thraustochytrida, Thraustochytriaceae, Schizochytrium, Schizochytrium sp. SEK 210","NDC",356,76.1,1
"1086","ESV_027843","Eukaryota, unk_phylum, Bigyra, Thraustochytrida, Thraustochytriaceae, Schizochytrium, Schizochytrium sp. SEK 210","NDC",217,77.3,1
"1087","ESV_027844","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",174,84.5,1
"1088","ESV_027845","Eukaryota, Rhodophyta, Florideophyceae, Ceramiales, Ceramiaceae, Ceramium, Ceramium dumosertum","NDC",52,72.4,1
"1089","ESV_027846","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",29,84.5,1
"1090","ESV_027847","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",23,83.2,1
"1091","ESV_027848","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Monodopsis, Monodopsis sp. MarTras21","NDC",22,81,1
